연도,시도,시군구,계약종별, 1월 , 2월 , 3월 , 4월 , 5월 , 6월 , 7월 , 8월 , 9월 , 10월 , 11월 , 12월 
2007,부산광역시,중구,총계,36119000 ,36038000 ,31574000 ,32656000 ,29782000 ,30838000 ,33970000 ,40576000 ,38803000 ,32886000 ,30834000 ,34118000 
2007,부산광역시,해운대구,주택용,45074000 ,45743000 ,40348000 ,42993000 ,40471000 ,40745000 ,40724000 ,48215000 ,47412000 ,41598000 ,42789000 ,44483000 
2007,부산광역시,해운대구,일반용,53613000 ,51276000 ,47744000 ,49367000 ,48593000 ,51631000 ,58176000 ,70484000 ,63551000 ,54899000 ,52540000 ,58334000 
2007,부산광역시,해운대구,총계,124622000 ,121586000 ,111834000 ,115650000 ,110242000 ,112994000 ,119746000 ,138969000 ,130317000 ,115936000 ,116392000 ,126461000 
2008,서울특별시,강남구,주택용,76397000 ,74081000 ,69658000 ,69232000 ,66472000 ,68519000 ,76786000 ,85515000 ,74121000 ,67269000 ,70756000 ,72741000 
2008,서울특별시,강남구,일반용,313467000 ,307102000 ,280395000 ,265333000 ,247449000 ,279784000 ,332553000 ,348548000 ,313344000 ,267421000 ,257055000 ,293237000 
2008,서울특별시,강남구,총계,417922000 ,407383000 ,376009000 ,359124000 ,339447000 ,376193000 ,442611000 ,465994000 ,417481000 ,360540000 ,353014000 ,394328000 
2008,서울특별시,강동구,주택용,48042000 ,48126000 ,43124000 ,43721000 ,41110000 ,42511000 ,44911000 ,50813000 ,45763000 ,41725000 ,44317000 ,45994000 
2008,서울특별시,강동구,일반용,61009000 ,61065000 ,53962000 ,50226000 ,46830000 ,51295000 ,60349000 ,66208000 ,58910000 ,49734000 ,49520000 ,56492000 
2008,서울특별시,강동구,총계,127279000 ,126983000 ,114773000 ,110701000 ,103969000 ,110102000 ,123377000 ,134268000 ,121441000 ,107542000 ,110047000 ,120884000 
2008,서울특별시,강북구,주택용,34597000 ,35314000 ,31550000 ,31972000 ,29766000 ,30563000 ,31461000 ,35597000 ,33373000 ,30141000 ,31563000 ,32628000 
2008,서울특별시,강북구,일반용,36763000 ,37003000 ,32906000 ,31043000 ,28974000 ,31328000 ,35946000 ,40304000 ,36467000 ,30816000 ,30389000 ,34467000 
2008,서울특별시,강북구,총계,80070000 ,81417000 ,72658000 ,70381000 ,64630000 ,67658000 ,73494000 ,82101000 ,76073000 ,66871000 ,68485000 ,75069000 
2008,서울특별시,강서구,주택용,58211000 ,58169000 ,53071000 ,54352000 ,51222000 ,52680000 ,54381000 ,61976000 ,57020000 ,52198000 ,54359000 ,55752000 
2008,서울특별시,강서구,일반용,78781000 ,79766000 ,70632000 ,66025000 ,61663000 ,66641000 ,76580000 ,84527000 ,77290000 ,65832000 ,65646000 ,74242000 
2008,서울특별시,강서구,총계,164155000 ,164269000 ,150050000 ,145604000 ,137131000 ,143746000 ,157156000 ,171657000 ,159006000 ,141933000 ,144123000 ,156861000 
2008,서울특별시,관악구,주택용,56220000 ,56420000 ,50642000 ,51701000 ,48255000 ,49878000 ,51531000 ,58191000 ,53983000 ,49013000 ,51343000 ,52919000 
2008,서울특별시,관악구,일반용,63023000 ,63938000 ,56941000 ,54976000 ,51836000 ,56584000 ,65850000 ,73360000 ,66229000 ,56118000 ,54205000 ,59280000 
2008,서울특별시,관악구,총계,142386000 ,143933000 ,129328000 ,127300000 ,117746000 ,124558000 ,137483000 ,152757000 ,140091000 ,123193000 ,124615000 ,134590000 
2008,서울특별시,광진구,주택용,41572000 ,41590000 ,37571000 ,37936000 ,35550000 ,36703000 ,39146000 ,44721000 ,40089000 ,36343000 ,37888000 ,39279000 
2008,서울특별시,광진구,일반용,56979000 ,57150000 ,50814000 ,48671000 ,46321000 ,51017000 ,59429000 ,64970000 ,58181000 ,49413000 ,49248000 ,54908000 
2008,서울특별시,광진구,총계,154437000 ,155243000 ,137294000 ,136297000 ,127538000 ,138115000 ,154298000 ,166103000 ,152534000 ,132548000 ,133434000 ,144101000 
2008,서울특별시,구로구,주택용,44569000 ,44506000 ,40594000 ,40948000 ,38592000 ,39634000 ,41180000 ,46484000 ,43284000 ,39276000 ,40778000 ,42120000 
2008,서울특별시,구로구,일반용,78800000 ,76552000 ,67794000 ,61450000 ,59303000 ,64617000 ,77453000 ,80777000 ,73183000 ,62629000 ,63070000 ,73661000 
2008,서울특별시,구로구,총계,184426000 ,182145000 ,163851000 ,132684000 ,146781000 ,154279000 ,170927000 ,181027000 ,168438000 ,150932000 ,153726000 ,170772000 
2008,서울특별시,금천구,주택용,24970000 ,25080000 ,22714000 ,22737000 ,21394000 ,21872000 ,22869000 ,26020000 ,23949000 ,21929000 ,22854000 ,23639000 
2008,서울특별시,금천구,일반용,59450000 ,56627000 ,50415000 ,45999000 ,44799000 ,49230000 ,59403000 ,61900000 ,56169000 ,48339000 ,48134000 ,56610000 
2008,서울특별시,금천구,총계,122570000 ,118700000 ,107710000 ,101158000 ,95761000 ,102759000 ,118497000 ,123338000 ,113948000 ,101146000 ,101923000 ,113196000 
2008,서울특별시,노원구,주택용,62683000 ,62583000 ,56888000 ,58227000 ,54747000 ,56624000 ,58525000 ,65529000 ,60120000 ,55194000 ,58122000 ,59197000 
2008,서울특별시,노원구,일반용,57127000 ,57080000 ,50995000 ,47399000 ,45330000 ,49433000 ,57393000 ,62485000 ,56866000 ,48271000 ,46849000 ,52600000 
2008,서울특별시,노원구,총계,137309000 ,136965000 ,124245000 ,120835000 ,112896000 ,119756000 ,133224000 ,145207000 ,132159000 ,117066000 ,119870000 ,129881000 
2008,서울특별시,도봉구,주택용,39692000 ,39733000 ,35920000 ,36173000 ,34260000 ,35363000 ,36487000 ,40986000 ,37658000 ,34544000 ,36478000 ,37477000 
2008,서울특별시,도봉구,일반용,32005000 ,32296000 ,28583000 ,26518000 ,25000000 ,27163000 ,31620000 ,34694000 ,31087000 ,26086000 ,25892000 ,29337000 
2008,서울특별시,도봉구,총계,95961000 ,96367000 ,86754000 ,85255000 ,79978000 ,84188000 ,91082000 ,98734000 ,90897000 ,80832000 ,82802000 ,88452000 
2008,서울특별시,동대문구,주택용,41687000 ,41898000 ,37873000 ,38242000 ,35612000 ,36652000 ,38311000 ,43595000 ,39643000 ,35959000 ,37434000 ,39066000 
2008,서울특별시,동대문구,일반용,61141000 ,61903000 ,55309000 ,52003000 ,48605000 ,52990000 ,62344000 ,67912000 ,59978000 ,50017000 ,49095000 ,55630000 
2008,서울특별시,동대문구,총계,128595000 ,129616000 ,116389000 ,112114000 ,104114000 ,110491000 ,123756000 ,135183000 ,122964000 ,106941000 ,108676000 ,120071000 
2008,서울특별시,동작구,주택용,42588000 ,42715000 ,38440000 ,39201000 ,36818000 ,37695000 ,38986000 ,43872000 ,40477000 ,36761000 ,38232000 ,39471000 
2008,서울특별시,동작구,일반용,49568000 ,49221000 ,44278000 ,42195000 ,40668000 ,45055000 ,53434000 ,57819000 ,52190000 ,44225000 ,42237000 ,46833000 
2008,서울특별시,동작구,총계,103948000 ,103623000 ,94208000 ,92291000 ,87484000 ,93363000 ,103729000 ,112781000 ,103769000 ,91416000 ,91296000 ,98486000 
2008,서울특별시,마포구,주택용,45074000 ,45272000 ,40567000 ,41231000 ,38373000 ,39654000 ,41542000 ,47190000 ,42650000 ,38546000 ,40061000 ,41628000 
2008,서울특별시,마포구,일반용,80807000 ,80623000 ,72999000 ,68193000 ,64953000 ,71181000 ,85552000 ,92319000 ,83921000 ,72550000 ,70563000 ,79259000 
2008,서울특별시,마포구,총계,145012000 ,144541000 ,131519000 ,126278000 ,118239000 ,128276000 ,148282000 ,160624000 ,146861000 ,128029000 ,127104000 ,141491000 
2008,서울특별시,서대문구,주택용,38354000 ,37752000 ,34260000 ,34570000 ,32243000 ,32910000 ,34090000 ,38177000 ,34894000 ,31786000 ,33136000 ,34707000 
2008,서울특별시,서대문구,일반용,52116000 ,51497000 ,46502000 ,44267000 ,42731000 ,46821000 ,54961000 ,58882000 ,53099000 ,44936000 ,43046000 ,48266000 
2008,서울특별시,서대문구,총계,109131000 ,107549000 ,98504000 ,95208000 ,90670000 ,96638000 ,108123000 ,115546000 ,106032000 ,93092000 ,93063000 ,102645000 
2008,서울특별시,서초구,주택용,54789000 ,53698000 ,49615000 ,49062000 ,46676000 ,47608000 ,52443000 ,59207000 ,51632000 ,48668000 ,51007000 ,53343000 
2008,서울특별시,서초구,일반용,181517000 ,178547000 ,164887000 ,153044000 ,146185000 ,159665000 ,186803000 ,200430000 ,180645000 ,156520000 ,152584000 ,172184000 
2008,서울특별시,서초구,총계,285561000 ,307394000 ,233606000 ,244034000 ,233035000 ,250509000 ,287596000 ,310756000 ,280761000 ,247228000 ,246401000 ,272906000 
2008,서울특별시,성동구,주택용,36565000 ,36702000 ,33273000 ,33651000 ,31327000 ,31747000 ,32784000 ,37529000 ,34665000 ,30880000 ,31677000 ,32732000 
2008,서울특별시,성동구,일반용,46468000 ,47633000 ,43290000 ,40327000 ,37522000 ,40574000 ,47020000 ,52099000 ,48801000 ,42359000 ,42051000 ,46767000 
2008,서울특별시,성동구,총계,158412000 ,158341000 ,149478000 ,144014000 ,135511000 ,142256000 ,154797000 ,165116000 ,156049000 ,141676000 ,140008000 ,149520000 
2008,서울특별시,성북구,주택용,52118000 ,53357000 ,47800000 ,48477000 ,45137000 ,46498000 ,47882000 ,54323000 ,50554000 ,45916000 ,48252000 ,50055000 
2008,서울특별시,성북구,일반용,45769000 ,46642000 ,41785000 ,39372000 ,36577000 ,39515000 ,45681000 ,50599000 ,46528000 ,39817000 ,39309000 ,44290000 
2008,서울특별시,성북구,총계,124546000 ,126701000 ,114544000 ,110362000 ,101358000 ,106840000 ,115567000 ,126892000 ,119273000 ,105835000 ,110167000 ,121188000 
2008,서울특별시,송파구,주택용,70463000 ,71082000 ,64980000 ,67145000 ,62876000 ,64929000 ,68753000 ,78929000 ,71864000 ,66317000 ,70961000 ,73423000 
2008,서울특별시,송파구,일반용,121522000 ,118173000 ,107943000 ,103109000 ,99723000 ,107498000 ,125133000 ,133837000 ,120714000 ,105061000 ,102828000 ,115650000 
2008,서울특별시,송파구,총계,214827000 ,211862000 ,194763000 ,191854000 ,182808000 ,193896000 ,217432000 ,235970000 ,216069000 ,192168000 ,194276000 ,212204000 
2008,서울특별시,양천구,주택용,52696000 ,52336000 ,48092000 ,48823000 ,46383000 ,47422000 ,49155000 ,55375000 ,51485000 ,46841000 ,48719000 ,50146000 
2008,서울특별시,양천구,일반용,64536000 ,65986000 ,59741000 ,57056000 ,53411000 ,56903000 ,64693000 ,73434000 ,69025000 ,59965000 ,56403000 ,60521000 
2008,서울특별시,양천구,총계,126402000 ,127377000 ,116043000 ,114173000 ,107321000 ,112331000 ,123746000 ,139815000 ,131513000 ,116167000 ,113180000 ,119817000 
2008,서울특별시,영등포구,주택용,46011000 ,45583000 ,42019000 ,41508000 ,39511000 ,40110000 ,42789000 ,48024000 ,43839000 ,40237000 ,41511000 ,43786000 
2008,서울특별시,영등포구,일반용,140492000 ,134738000 ,125275000 ,117696000 ,115289000 ,127161000 ,151886000 ,157612000 ,143693000 ,126033000 ,118548000 ,133113000 
2008,서울특별시,영등포구,총계,218733000 ,211945000 ,197189000 ,187029000 ,182742000 ,196466000 ,228767000 ,238743000 ,218295000 ,192955000 ,185409000 ,206171000 
2008,서울특별시,용산구,주택용,32832000 ,33038000 ,29601000 ,29677000 ,27723000 ,28938000 ,31328000 ,36263000 ,32928000 ,29290000 ,30186000 ,31743000 
2008,서울특별시,용산구,일반용,61189000 ,60186000 ,54715000 ,51150000 ,49487000 ,54135000 ,63606000 ,67782000 ,60757000 ,51543000 ,49148000 ,56213000 
2008,서울특별시,용산구,총계,123071000 ,122717000 ,111282000 ,106194000 ,100883000 ,110061000 ,124935000 ,135793000 ,123038000 ,105745000 ,103848000 ,115034000 
2008,서울특별시,은평구,주택용,45416000 ,45442000 ,41210000 ,42166000 ,39444000 ,40324000 ,41332000 ,47320000 ,43580000 ,39832000 ,41565000 ,43367000 
2008,서울특별시,은평구,일반용,43458000 ,44033000 ,38438000 ,35890000 ,33093000 ,35795000 ,41688000 ,46852000 ,42345000 ,36200000 ,35487000 ,40260000 
2008,서울특별시,은평구,총계,106251000 ,107053000 ,96005000 ,94080000 ,87111000 ,91121000 ,99448000 ,110458000 ,101927000 ,90622000 ,92012000 ,99986000 
2008,서울특별시,종로구,주택용,20074000 ,20166000 ,18431000 ,18050000 ,16909000 ,17617000 ,18736000 ,21036000 ,19286000 ,17451000 ,18312000 ,19300000 
2008,서울특별시,종로구,일반용,113975000 ,111642000 ,101950000 ,95584000 ,92470000 ,102501000 ,120873000 ,125551000 ,113931000 ,96365000 ,93054000 ,105481000 
2008,서울특별시,종로구,총계,155054000 ,153704000 ,140206000 ,131365000 ,124261000 ,135679000 ,157179000 ,163620000 ,150001000 ,128353000 ,127519000 ,144832000 
2008,서울특별시,중구,주택용,15478000 ,15455000 ,13845000 ,13708000 ,12896000 ,13107000 ,14117000 ,16029000 ,14486000 ,13098000 ,13696000 ,14350000 
2008,서울특별시,중구,일반용,174543000 ,164903000 ,156631000 ,149848000 ,150248000 ,164281000 ,194267000 ,195104000 ,178978000 ,156584000 ,148188000 ,165427000 
2008,서울특별시,중구,총계,221467000 ,211865000 ,200937000 ,192791000 ,190568000 ,208251000 ,245247000 ,247941000 ,228889000 ,198463000 ,188546000 ,209773000 
2008,서울특별시,중랑구,주택용,43791000 ,44136000 ,39946000 ,40544000 ,37778000 ,39035000 ,40616000 ,46190000 ,42065000 ,38381000 ,40255000 ,41622000 
2008,서울특별시,중랑구,일반용,39369000 ,40083000 ,35203000 ,33161000 ,30733000 ,33388000 ,38572000 ,43514000 ,39194000 ,33117000 ,32937000 ,37303000 
2008,서울특별시,중랑구,총계,93323000 ,95059000 ,84997000 ,82852000 ,76008000 ,80000000 ,87394000 ,98118000 ,89681000 ,79183000 ,81616000 ,89136000 
2008,부산광역시,강서구,주택용,4454000 ,4482000 ,3988000 ,4029000 ,3750000 ,3760000 ,3826000 ,4690000 ,4232000 ,3997000 ,4238000 ,4752000 
2008,부산광역시,강서구,일반용,13624000 ,13790000 ,12617000 ,11784000 ,10979000 ,11468000 ,12956000 ,14836000 ,12714000 ,11347000 ,11708000 ,13571000 
2008,부산광역시,강서구,총계,204032000 ,199305000 ,212626000 ,209412000 ,201249000 ,201455000 ,217595000 ,205284000 ,202926000 ,211643000 ,188275000 ,191494000 
2008,부산광역시,금정구,주택용,28246000 ,28594000 ,25609000 ,25888000 ,23648000 ,23763000 ,24500000 ,28842000 ,25002000 ,23164000 ,24699000 ,26278000 
2008,부산광역시,금정구,일반용,32709000 ,33393000 ,29900000 ,28065000 ,25937000 ,27212000 ,31568000 ,37464000 ,31699000 ,27682000 ,26927000 ,30483000 
2008,부산광역시,금정구,총계,91413000 ,92432000 ,84561000 ,80974000 ,73233000 ,73952000 ,79828000 ,89701000 ,78595000 ,72837000 ,75497000 ,84096000 
2008,부산광역시,기장군,주택용,7586000 ,7690000 ,7031000 ,7121000 ,6638000 ,6648000 ,6738000 ,7635000 ,7064000 ,6491000 ,6969000 ,7450000 
2008,부산광역시,기장군,일반용,15303000 ,15095000 ,13828000 ,13116000 ,12341000 ,12662000 ,13726000 ,16050000 ,14831000 ,13691000 ,14820000 ,16561000 
2008,부산광역시,기장군,총계,69687000 ,65435000 ,63434000 ,63091000 ,64866000 ,62496000 ,62501000 ,59640000 ,56700000 ,57800000 ,62346000 ,70929000 
2008,부산광역시,남구,주택용,33209000 ,33649000 ,30294000 ,31132000 ,28764000 ,29665000 ,29712000 ,35046000 ,31418000 ,28844000 ,30555000 ,32118000 
2008,부산광역시,남구,일반용,28900000 ,29162000 ,26478000 ,24975000 ,23190000 ,24146000 ,27732000 ,32658000 ,28785000 ,25249000 ,23942000 ,26240000 
2008,부산광역시,남구,총계,112590000 ,110840000 ,109704000 ,109028000 ,100728000 ,100455000 ,109002000 ,118470000 ,107865000 ,100674000 ,95215000 ,98761000 
2008,부산광역시,동구,주택용,11108000 ,11489000 ,10145000 ,10015000 ,9148000 ,8985000 ,9122000 ,10957000 ,9674000 ,8847000 ,9456000 ,10196000 
2008,부산광역시,동구,일반용,24020000 ,24237000 ,22397000 ,20773000 ,19386000 ,20408000 ,24584000 ,28944000 ,25391000 ,22175000 ,20802000 ,23433000 
2008,부산광역시,동구,총계,49791000 ,49890000 ,45835000 ,43040000 ,39279000 ,39606000 ,44445000 ,50622000 ,45418000 ,41501000 ,41141000 ,46430000 
2008,부산광역시,동래구,주택용,31176000 ,31569000 ,28114000 ,28408000 ,26031000 ,26253000 ,27382000 ,32391000 ,27849000 ,25731000 ,27311000 ,29033000 
2008,부산광역시,동래구,일반용,37304000 ,37633000 ,33836000 ,31838000 ,30331000 ,32487000 ,37492000 ,44337000 ,37791000 ,33241000 ,31641000 ,35304000 
2008,부산광역시,동래구,총계,85146000 ,86379000 ,77461000 ,73972000 ,67395000 ,68495000 ,74796000 ,85973000 ,74466000 ,68154000 ,70161000 ,79133000 
2008,부산광역시,부산진구,주택용,44668000 ,45536000 ,40733000 ,40787000 ,37563000 ,37658000 ,38818000 ,45305000 ,39784000 ,36809000 ,39454000 ,41657000 
2008,부산광역시,부산진구,일반용,70779000 ,72112000 ,65708000 ,62121000 ,59970000 ,63288000 ,72185000 ,84863000 ,73900000 ,65186000 ,60129000 ,65177000 
2008,부산광역시,부산진구,총계,154159000 ,155716000 ,142409000 ,135712000 ,126923000 ,129137000 ,137150000 ,160264000 ,141807000 ,129690000 ,129363000 ,142399000 
2008,부산광역시,북구,주택용,33465000 ,33821000 ,30228000 ,30631000 ,28311000 ,28600000 ,29870000 ,33781000 ,29657000 ,27695000 ,29676000 ,31038000 
2008,부산광역시,북구,일반용,28504000 ,28989000 ,25757000 ,24554000 ,22924000 ,24597000 ,28002000 ,33049000 ,28908000 ,24930000 ,24173000 ,26832000 
2008,부산광역시,북구,총계,78050000 ,79146000 ,70989000 ,69290000 ,63550000 ,64363000 ,70456000 ,79922000 ,70744000 ,64463000 ,66775000 ,73167000 
2008,부산광역시,사상구,주택용,27152000 ,27492000 ,24472000 ,24718000 ,22606000 ,22701000 ,23601000 ,27805000 ,24082000 ,22227000 ,23815000 ,25365000 
2008,부산광역시,사상구,일반용,39198000 ,39665000 ,35361000 ,33628000 ,31536000 ,33248000 ,38403000 ,43821000 ,38019000 ,32936000 ,32116000 ,36558000 
2008,부산광역시,사상구,총계,177609000 ,173069000 ,163799000 ,161654000 ,146586000 ,150367000 ,157694000 ,159432000 ,150121000 ,144648000 ,147654000 ,157809000 
2008,부산광역시,사하구,주택용,38223000 ,38980000 ,34812000 ,34946000 ,32306000 ,32506000 ,33303000 ,39611000 ,34644000 ,31952000 ,33943000 ,35836000 
2008,부산광역시,사하구,일반용,33726000 ,35090000 ,30975000 ,29128000 ,26825000 ,28401000 ,31934000 ,38902000 ,34110000 ,30015000 ,28781000 ,32161000 
2008,부산광역시,사하구,총계,285161000 ,257727000 ,272469000 ,266294000 ,253851000 ,248958000 ,260198000 ,252137000 ,255951000 ,258652000 ,244159000 ,235821000 
2008,부산광역시,서구,주택용,14085000 ,14502000 ,12870000 ,12786000 ,11572000 ,11473000 ,11445000 ,13487000 ,12106000 ,11117000 ,11843000 ,12811000 
2008,부산광역시,서구,일반용,16610000 ,17105000 ,15607000 ,14859000 ,13735000 ,14199000 ,16238000 ,19460000 ,17244000 ,15005000 ,14619000 ,15580000 
2008,부산광역시,서구,총계,49525000 ,47862000 ,45454000 ,43269000 ,39321000 ,40333000 ,43899000 ,49890000 ,46568000 ,45790000 ,46344000 ,49226000 
2008,부산광역시,수영구,주택용,20161000 ,20253000 ,18061000 ,18193000 ,16671000 ,16902000 ,17619000 ,21052000 ,18384000 ,16809000 ,17588000 ,18688000 
2008,부산광역시,수영구,일반용,23612000 ,23994000 ,21453000 ,20312000 ,18781000 ,19736000 ,22585000 ,27419000 ,23989000 ,20950000 ,19759000 ,21696000 
2008,부산광역시,수영구,총계,52083000 ,52827000 ,47221000 ,45298000 ,40882000 ,40817000 ,43572000 ,51634000 ,45411000 ,40950000 ,41513000 ,46085000 
2008,부산광역시,연제구,주택용,23643000 ,24060000 ,21436000 ,21668000 ,19890000 ,19977000 ,20724000 ,24440000 ,21145000 ,19572000 ,20840000 ,22163000 
2008,부산광역시,연제구,일반용,32024000 ,32234000 ,29012000 ,27354000 ,25793000 ,27374000 ,32592000 ,37296000 ,32156000 ,27958000 ,26497000 ,29981000 
2008,부산광역시,연제구,총계,68667000 ,69439000 ,62885000 ,60368000 ,55586000 ,56834000 ,63748000 ,71490000 ,62639000 ,56311000 ,56965000 ,64034000 
2008,부산광역시,영도구,주택용,16075000 ,16428000 ,14735000 ,14859000 ,13589000 ,13569000 ,13453000 ,15406000 ,14182000 ,13189000 ,13984000 ,14877000 
2008,부산광역시,영도구,일반용,11984000 ,12386000 ,11080000 ,10690000 ,9767000 ,10056000 ,10991000 ,13426000 ,11959000 ,10581000 ,10147000 ,11021000 
2008,부산광역시,영도구,총계,45997000 ,46064000 ,43338000 ,42353000 ,38791000 ,39409000 ,41625000 ,45981000 ,41478000 ,39342000 ,41027000 ,45561000 
2008,부산광역시,중구,주택용,5574000 ,5752000 ,5131000 ,5090000 ,4615000 ,4580000 ,4666000 ,5620000 ,5004000 ,4536000 ,4778000 ,5163000 
2008,부산광역시,중구,일반용,26926000 ,27655000 ,25198000 ,23531000 ,22168000 ,23433000 ,27763000 ,33225000 ,29489000 ,25162000 ,22715000 ,24759000 
2008,부산광역시,중구,총계,37125000 ,38298000 ,34681000 ,32332000 ,29653000 ,30587000 ,34929000 ,41363000 ,36904000 ,32156000 ,30386000 ,33878000 
2008,부산광역시,해운대구,주택용,47794000 ,48206000 ,43606000 ,44800000 ,41761000 ,42440000 ,43059000 ,49979000 ,44822000 ,41635000 ,43616000 ,45050000 
2008,부산광역시,해운대구,일반용,62385000 ,61501000 ,57340000 ,54533000 ,53357000 ,55722000 ,65387000 ,75833000 ,65266000 ,58216000 ,55640000 ,61387000 
2008,부산광역시,해운대구,총계,135470000 ,134087000 ,124903000 ,121589000 ,115352000 ,117422000 ,129329000 ,145827000 ,129170000 ,119339000 ,119172000 ,129052000 
2009,서울특별시,강남구,주택용,76952000 ,73007000 ,67905000 ,69001000 ,66485000 ,68769000 ,74144000 ,82644000 ,73944000 ,67560000 ,71140000 ,74308000 
2009,서울특별시,강남구,일반용,320029000 ,293500000 ,276878000 ,265115000 ,251222000 ,286557000 ,324849000 ,345665000 ,323795000 ,260108000 ,262494000 ,304933000 
2009,서울특별시,강남구,총계,425627000 ,392739000 ,370786000 ,359470000 ,344025000 ,381353000 ,428827000 ,462027000 ,427447000 ,353105000 ,358354000 ,408044000 
2009,서울특별시,강동구,주택용,49930000 ,49565000 ,43081000 ,46257000 ,43923000 ,45387000 ,47144000 ,51992000 ,49091000 ,44767000 ,48245000 ,49788000 
2009,서울특별시,강동구,일반용,63863000 ,60005000 ,53108000 ,51868000 ,47049000 ,54796000 ,58841000 ,66500000 ,62036000 ,49358000 ,50535000 ,58675000 
2009,서울특별시,강동구,총계,132609000 ,127008000 ,113578000 ,115272000 ,106687000 ,111931000 ,128059000 ,135757000 ,128711000 ,110257000 ,115426000 ,127498000 
2009,서울특별시,강북구,주택용,35470000 ,35419000 ,30734000 ,32575000 ,30619000 ,32281000 ,30690000 ,35150000 ,33805000 ,31198000 ,32684000 ,34011000 
2009,서울특별시,강북구,일반용,38571000 ,36594000 ,32458000 ,32062000 ,29552000 ,32193000 ,35764000 ,39791000 ,37705000 ,30955000 ,31542000 ,36093000 
2009,서울특별시,강북구,총계,82975000 ,80652000 ,71176000 ,72387000 ,66307000 ,70381000 ,72664000 ,81375000 ,78391000 ,68319000 ,71248000 ,78701000 
2009,서울특별시,강서구,주택용,59961000 ,59596000 ,52482000 ,55609000 ,52866000 ,53849000 ,55017000 ,61395000 ,58951000 ,52489000 ,56153000 ,57334000 
2009,서울특별시,강서구,일반용,84228000 ,78662000 ,70845000 ,68896000 ,63379000 ,69372000 ,78366000 ,88734000 ,82145000 ,65941000 ,68187000 ,78781000 
2009,서울특별시,강서구,총계,171936000 ,164107000 ,149738000 ,148456000 ,141935000 ,149523000 ,164172000 ,179812000 ,170709000 ,145435000 ,151286000 ,165499000 
2009,서울특별시,관악구,주택용,57418000 ,56812000 ,49646000 ,52664000 ,49610000 ,50912000 ,52240000 ,59323000 ,53696000 ,50162000 ,53927000 ,53955000 
2009,서울특별시,관악구,일반용,66677000 ,62925000 ,56865000 ,56895000 ,53433000 ,59030000 ,66956000 ,76622000 ,68513000 ,56098000 ,56746000 ,62657000 
2009,서울특별시,관악구,총계,147848000 ,142491000 ,127379000 ,130764000 ,120318000 ,127844000 ,138829000 ,156426000 ,143078000 ,123881000 ,129882000 ,139873000 
2009,서울특별시,광진구,주택용,42593000 ,41869000 ,36774000 ,38678000 ,36405000 ,37293000 ,39081000 ,43823000 ,40785000 ,37616000 ,40172000 ,39963000 
2009,서울특별시,광진구,일반용,61479000 ,57101000 ,51335000 ,51186000 ,48673000 ,53622000 ,60512000 ,66360000 ,61279000 ,49845000 ,51651000 ,58280000 
2009,서울특별시,광진구,총계,158691000 ,149420000 ,136733000 ,137683000 ,130489000 ,142386000 ,155020000 ,168958000 ,158975000 ,134579000 ,140319000 ,151160000 
2009,서울특별시,구로구,주택용,45317000 ,44893000 ,39571000 ,41504000 ,39434000 ,40383000 ,41531000 ,46231000 ,43943000 ,39846000 ,42279000 ,43725000 
2009,서울특별시,구로구,일반용,80064000 ,73038000 ,68639000 ,64038000 ,60906000 ,67897000 ,77340000 ,82741000 ,75550000 ,62039000 ,66304000 ,78518000 
2009,서울특별시,구로구,총계,185339000 ,173804000 ,182687000 ,157763000 ,148824000 ,159274000 ,172410000 ,180386000 ,171756000 ,147922000 ,159439000 ,179706000 
2009,서울특별시,금천구,주택용,25593000 ,25287000 ,22159000 ,23251000 ,21973000 ,22292000 ,22923000 ,25531000 ,24113000 ,21888000 ,23237000 ,24186000 
2009,서울특별시,금천구,일반용,62048000 ,55974000 ,52632000 ,49522000 ,47952000 ,54626000 ,62812000 ,66737000 ,61443000 ,51088000 ,54505000 ,65022000 
2009,서울특별시,금천구,총계,121298000 ,113568000 ,105765000 ,103325000 ,97266000 ,107298000 ,120277000 ,127263000 ,120535000 ,102053000 ,110309000 ,125577000 
2009,서울특별시,노원구,주택용,63594000 ,63169000 ,55321000 ,58752000 ,55694000 ,57918000 ,57092000 ,63749000 ,60312000 ,55617000 ,59884000 ,60742000 
2009,서울특별시,노원구,일반용,58903000 ,55061000 ,49529000 ,48262000 ,45600000 ,50484000 ,56813000 ,61826000 ,58060000 ,46858000 ,47166000 ,54213000 
2009,서울특별시,노원구,총계,141040000 ,135623000 ,121615000 ,123695000 ,115270000 ,124617000 ,132014000 ,141466000 ,134314000 ,116442000 ,123108000 ,134580000 
2009,서울특별시,도봉구,주택용,40372000 ,40078000 ,34874000 ,36975000 ,35050000 ,35805000 ,36385000 ,40158000 ,37981000 ,35043000 ,37595000 ,38533000 
2009,서울특별시,도봉구,일반용,32999000 ,31043000 ,27504000 ,27029000 ,24910000 ,27429000 ,31068000 ,34190000 ,32142000 ,25866000 ,26817000 ,31106000 
2009,서울특별시,도봉구,총계,96012000 ,92551000 ,82126000 ,85120000 ,79448000 ,84154000 ,89151000 ,96945000 ,92873000 ,81129000 ,85865000 ,92764000 
2009,서울특별시,동대문구,주택용,42269000 ,41903000 ,36822000 ,38648000 ,36207000 ,37872000 ,37767000 ,41822000 ,40092000 ,35855000 ,38349000 ,40001000 
